ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,TELEPHONE NO.,EMAIL,SECTOR,SIZE,,,,
ASANA SMOKED FISH SHOP,,KUMBUNGU ROAD,WERIZEHI,MOSHIE,,0243812696,,INDUSTRY,A,,,,
ASANA SOFT DRINKS STORE,CLOSE TO THE FOREST RESERVE,KUMBUNGU ROAD,ABOABO,TAMALE,,0242869353,,SERVICE,A,,,,
ASANA STORE,BEHIND ALHAJI WALA MOSQUENEXT TO RASHIDA STORE,GUKPEGU ROAD,ABOABU,SABONJIDA,,0244441484,,SERVICE,A,,,,
ASANA STORE,AGOBGRI HOUSE,KUMBUNGU ROAD,MOSHIE ZONGO,TAMALE,,0272462631,,SERVICE,A,,,,
ASANA STORE,NEAR JAWULLYILI,LAMASHEGU CENTRAL MOSQUE ROAD,LAMASHEGU,LAMASHEGU,,0266219628,,SERVICE,A,,,,
ASANA STORE,STORE NO.E439,DABOYA ROAD,ABOABO,SABON-GIDA,,0243414105,,SERVICE,A,,,,
ASANA STORE,BEHIND NDC PARTY OFFICE,,ABOPABU,SABONGIDA,,,,SERVICE,A,,,,
ASANA STORE,NEAR THE BUTCHER HOUSE STORE NO. F90,OFF DABOYA ROAD,ABOABO MARKET,SABONGIDA,,0207519040,,SERVICE,A,,,,
ASANA SULESU,SALAGA STATION,TAMALE TOWN ROAD,TISHIGU,TISHIGU,,0275920190,,SERVICE,A,,,,
ASANA TAILORING SHOP,"STORE C531, OPPOSITE VODAFONE OFFICE",SAVELUGU ROAD,TAMALE CENTRAL MARKET,TAMALE,,0247342044,,INDUSTRY,A,,,,
ASANA YAM ENTERPRISE,ADJACENT FIRST STORY BUILDING,ABOABU FIRST LANE ROAD,ABOABU,SABONJIDA,,0245850958,,SERVICE,A,,,,
ASANA'S HAIR SALON,BESIDES MODERN CITY,SAVELUGU BOLGA ROAD,MODERN CITY AREA,TISHIGU,,0207582940,,SERVICE,A,,,,
ASANA'S PROVISION STORE,NIMA FONG ROUNDABOUT,DOHALEE ROAD,DUAHNAA FONG,KAKPAHI YILI,,0246019620,,SERVICE,A,,,,
ASANATU CHOP BAR,NEXT TO AYISHA CHOP BAR,DABOYA ROAD,ABOABO,SABON-GIDA,,0269269425,,SERVICE,A,,,,
ASANKA LOCAL SPECIAL,OPPOSITE ZOGBELI BLOCK 'A' JUNIOR HIGH SCHOOL,ZOGBELI,ZOGBELI,ZOGBELI,,0245724172,,SERVICE,A,,,,
ASANTEMAN LOTTERIES  KIOK,ADJECENT NYOHINI CENTRAL MOSQUE,NYOHINI ROAD,NYOHINI,TAMALE,,0260191514,,SERVICE,A,,,,
ASANTIMAN LOTTORY SHOP,ADJACENT VICTORY CINEMA,VICTORT CINEMA ROAD,VICTORY CINEMA,SABON GIDA,,0243519770,,SERVICE,A,,,,
ASARE SHOP,OPPOSITE ANSUARE MOTORS TOYOTA HOUSE,INDUSTRIAL ROAD,LAMASHEGU,LAMASHEGU,,0575066645,,SERVICE,A,,,,
ASASF REPAIR,ADJECENT TAMALE TEACHING HOSPITAL,DOBOKPA STREET,DOBOKPA,TAMALE,,0243995899,,SERVICE,A,,,,
ASENTEMA LOTTERY AGENT,ADJACENT BAYANWAYA TOILET,,BAYANWAYA,BULPELA,,0241348050,,SERVICE,A,,,,
ASESE AYITEH,OPPOSITE VODAFONE OFFICE,VODAFONE OFFICE ROAD,ABOABO CENTRAL MARKET,TAMALE,,0208206620,,SERVICE,A,,,,
ASH BOUTIQUE,BESIDE NDC BENCH,GUKPEGU ROAD,GUKPEGU,GUKPEGU,,0267768332,,SERVICE,A,,,,
ASH BOUTIQUE,INFRONT OF JANAWARA PRIMARY SCHOOL,ZOGBELI LAMAKARA ROAD,LAMASHEGU,LAMASHEGU,,0242221312,,SERVICE,A,,,,
ASHA ENTERPRISE,OPPOSITE FAITH AND TRUTH COMMINUCATION MINIDTRY,PRISONS  CANTEEN ROAD,TISHIGU,TISHIGU,,0209104543,,SERVICE,A,,,,
ASHAK ENTERPRISE,OPPOSITE POST OFFICE,DAGOMBA ROAD,TISHIGU,TISHIGU,,0242315255,,SERVICE,A,,,,
ASHECAL INVESTMENT LIMITED,FILA FM,SAVELUGU ROAD,CENTRAL MARKET AREA,TISHIGU,"P. O. BOX TL2310, TISHIGU",0244440317,,SERVICE,A,,,,
ASHELI  BEAUTY SALON,OPPOSITE TISHIGU PUBLIC TOILET,TISHIGU PUBLIC TOILET ROAD,TISHIGU,TISHIGU,,0204036651,,SERVICE,A,,,,
ASHELLI  ENTERPRISE,ADJACENT GHANA COMMERCIAL BANK,DABOYA ROAD,ABOABO,ABOABO,,0245123222,,SERVICE,A,,,,
ASHFORM FACTORY LIMITED,ASHFORM BUILDING ABOABO,KUMBUNGU ROAD,ABOABO,TAMALE,"P. O. BOX 1340, TAMALE",0208220150,,SERVICE,A,,,,
ASHIA FASHION SHOP,BEHIND ZOGBELI PUBLIC TOILET,ZOGBELI - ASANKALOCAL ROAD,ZOGBELI,ZOGBELI,,0247972816,,INDUSTRY,A,,,,
ASHIA SANI SHOP,INSIDE LORRY PARK,,ABOABU MARKET,SABONJIDA,,0208255742,,SERVICE,A,,,,
ASHIATU KUBRA ABUBAKARI SHOP,INSIDE LORRY PARK,,ABOABU,SABONJIDA,,0243841280,,SERVICE,A,,,,
ASHILI-N-NYELI VENTURES,AROUND OLD SAKPALA STATION,ALONG KUMASI ROAD,SABON GIDA,TAMALE SABON GIDA,,0244534567,,SERVICE,A,,,,
ASHMATU BOUTIQUE,ADJACENT CENTRAL MOSQUE JUNCTION,CENTRAL MOSQUE ROAD,CENTRAL MOSQUE,SABON GIDA,,0246448738,,SERVICE,A,,,,
ASHMAWU TAILORING SHOP,"STORE C523, OPPOSITE VODAFONE OFFOCE",SAVELUGU ROAD,TAMALE CENTRAL MARKET,TAMALE,,0274533864,,INDUSTRY,A,,,,
ASIA ABDULLAH,BEHIND HFC BANK,DABOYA ROAD,ABOABO,ABOABO,,0206323862,,SERVICE,A,,,,
ASIA EGGS SHOP,OPPOSITE GOIL JUNCTION,YAPEI ROAD,ZUJUMG,ZUJUNG,,,,SERVICE,A,,,,
ASIA ENTERPRISE,OPPOSITE THE STORY BUILDING,PAGSARA ROAD,SABONGIDA,SABONGIDA,,0205191020,,SERVICE,A,,,,
ASIA FASHION DESIGN,AROUND OLD SAMDALA STATION,ALONG KUMASI,SABON GIDA,TAMALE,,0266198248,,INDUSTRY,A,,,,
ASIA FUSENI SHO,INSIDE THE MARKET C312,SAVELUGU ROAD,CENTRAL MARKET,ABOABO,,0242566117,,INDUSTRY,A,,,,
ASIA IDDRISU,NEAR THE TOILET CENTRAL MARKET,DABOYA ROAD,ABOABO CENTRAL MARKET,ABOABO,,0243680264,,SERVICE,A,,,,
ASIA PROVISION STORE,INFRONT OF AFA AJURA MOSQUE,,SALAMBA,TISHIGU,,0242981657,,SERVICE,A,,,,
ASIA'S STORE,INSIDE  THE YAM MARKET,OFF DABOYA ROAD,ABOABO MARKET,SABON GIDA,,0275821321,,SERVICE,A,,,,
ASIBI ANANI STORE,INSIDE THE MARKET C741,SAVELUGU ROAD,CENTRAL MARKET,ABOABO,"P. O. BOX 1094, TAMALE",,,SERVICE,A,,,,
ASIBI DRINKING SPOT,OPPOSITE ABISCO DRINKING SPOT,PRISON CANTEEN ROAD,TISHIGU,TISHIGU,,0240859582,,SERVICE,A,,,,
ASIBI KENKEY CHOP BAR,INFRONT OF HS.NO.QB.13,DAGOMBA ROAD,TISHIGU,TISHIGU,,0247503663,,SERVICE,A,,,,
ASIBI PROVISION STORE,ADJACENT GAFARU ENTERPRISE,INDUSTRIAL AREA ROAD,INDUSTRIAL AREA,NYOHINI,,0266536426,,SERVICE,A,,,,
ASIBI SPECIAL KENKEY,BY DOO ZEEI CORN MILL,,NYOHINI YAPALA,NYOHINI,,0544159940,,SERVICE,A,,,,
ASIMA PROVISION STORE,NEAR THE LAHAGU CENTRAL MOSQUE,SALAGA ROAD,LAHAGU,LAHAGU,,0246947566,,SERVICE,A,,,,
ASIMAWU STORE,SACK MARKET LANE,DABOYA ROAD,ABOABO,SABON-GIDA,,0206415453,,SERVICE,A,,,,
ASMAN ENTERPRISE,AJACENT 64 BEANCH,OLD CEMETRY ROAD,GUKPEGU,TAMALE,,0202728008,,SERVICE,A,,,,
ASMANI IDDRISU'S SHOP,OPPOSITE SHELL FILLING STATION,TAMALE-YAPEI ROAD,JAPAN MOTORS,NYOHINI,,0245161414,,SERVICE,A,,,,
ASMARAITE ENTERPRISE,MAIN TAXI RANK. TAMALE,,TAMALE,TAMALE,"P.O. BOX 346, TAMALE",,,SERVICE,A,,,,
ASMAU ENTERPRISE,ALONG QUATERS ROAD,QUARTERS ROAD,SAKASAKA SCHOOL,SAKASAKA,,0242931776,,SERVICE,A,,,,
ASMAWU BOUTIWUE,NEAR LAMASHEGU PRIMARY SCHOOL,LAMASHEGU CENTRAL MOSQUE ROAD,LAMASHEGU,LAMASHEGU,,0265206616,,SERVICE,A,,,,
ASMAWU FASHION CENTRE,OPPOSITE WAKASO FAMILY HOUSE,ZONGO ROAD HOUSE NO. F232,DAKPEMA,NAYILI FONG,,0504129400,,INDUSTRY,A,,,,
ASMAWU STORE,BEHIND E.P PUBLIC TOILET,MANHALIA ROAD,NYANI FONG,NYANI FONG,,0261788770,,SERVICE,A,,,,
ASPET A COMPANY LIMITED,OPPOSITE IDEAL COLLEDGE,ZARIA ROAD,KALANDAN,LAMASHEGU,"P. O. BOX 589, ",0203297636,,SERVICE,A,,,,
ASSANA ALAHASSAN ENTERPRISE,BEHIND ZENITH BANK,,CENTRAL MARKET,ABOABO,"P. O. BOX 519, TAMALE",0545024151,,INDUSTRY,A,,,,
ASSEM VENTURES,DAGBANA YILI,KUMBUNGU ROAD,ABOABO,TAMALE,,0275850635,,SERVICE,A,,,,
ASSEMBLIES OF GOD BOOKS SHOP,INFRONT OF POLICE HOUSE- VVIP BUS TERMINAL STATION,VVIP BUS STATION ROAD,,SABON GIDA,"P. O. BOX 987, TAMALE CENTRAL",0203505526,,SERVICE,A,,,,
ASSEMBLIES OF GOD CHURCH  DIARE,,,TAMALE,TAMALE,", TAMALE",,,SERVICE,A,,,,
ASSEMBLIES OF GOD CHURCH-KAKPAYILI,BEHIND KAKPYILI MOSQUE,KAKPAYILI ROAD,KAKPAYILI,TUTINGLI,,0247401912,,SERVICE,A,,,,
ASSEMBLY MAN MOSQUE,OPPOSITE TTH LAND,RING ROAD TUUTINGLI,,TUUTINGLI,,0209836568,,SERVICE,A,,,,
ASSEMBLY MAN STORE,ADJACENT DANGYN GIFT AND FLORAL,DABOYA ROAD,NYOHINI,NYOHINI,,0548558929,,SERVICE,A,,,,
ASTER JACOB SHOP,OPPOSITE RADACH HOTEL,INDUSTRIAL AREA-RADACH ROAD,INDUSTRIAL AREA,NYOHINI,,0242612030,,SERVICE,A,,,,
ASUIJA ENTERPRISE,INSIDE TIMBER MARKET,TIMBER MARKET PATH,ABOABO,ABOABO,"P. O. BOX TL 632, TISHEGU",0206330987,,SERVICE,A,,,,
ASULO'S LICENSED  CHEMICAL SHOP,OPPOSITE FEEL AT HOME SPORT,ST CHARLES ROAD,ATTA ESSIBIE,TAMALE,"P. O. BOX 1920, TAMALE",0242887456,,SERVICE,A,,,,
ASUMA FITTING SHOP,LAMASHEGU CHIEF PALACE,LAMASHEGU CHIEF PALACE,ZOGBELI,ZOGBELI,,0276646420,,SERVICE,A,,,,
ASUMAWU FASHION CENTRE,ADJECENT ZOGBELI PUBLIC TOILET,ZOGBELI,ZOGBELI,ZOGBRLI,,0245919740,,INDUSTRY,A,,,,
ASURO MOHAMMED GRINDING MILL,CLOSE TO DABOKPA TECHNICAL INSTITUTE,SALAGA ROAD,DABOKPA,TAMALE,"P. O. BOX TL542, TAMALE CENTRAL",0249012127,,INDUSTRY,A,,,,
ASY BEAUTY SALON,BESIDE MALIGU EDUCATION COMPLEX,ZOHBELI ROAD,LAMAKARA,ZOGBELI,,0543046176,,SERVICE,A,,,,
AT NAN'S DAY CARE,,KUMBUNGU ROAD,WERIZEHO,MOSHIE ZONGO,,0243887911,,SERVICE,A,,,,
ATAA DRINKING BAR,OPPOSITE HS.NO.QB.13,DAGOMBA ROAD,TISHIGU,TISHIGU,,0200087815,,SERVICE,A,,,,
ATAA MAAMI PROVISION STORE,INSIDE HOUSE NO. ZUBLKA 79. DIRECTOR'S HOUSE,ZUJUNG ROAD,NAKPANZUO,NAKPANZUO,,0508280350,,SERVICE,A,,,,
ATAAWE GRAPHICS,NMA AMINA'S HOUSE NO.B421,SAKASAKA ROAD,,TISHIG,"P. O. BOX 2636, TAMALE",0242155882,,SERVICE,A,,,,
ATANLEY STORE,ADJACENT SAKASAKA FILLING STATION,SAVELUGU ROAD,SAKASAKA,MOSHIE ZONGO,,0247587689,,SERVICE,A,,,,
ATE NYOGANI PROVISION STORE,OPPOSITE BULPELA IMAM HOUSE,,BULPELA,LAMASHEGU,,0207421758,,SERVICE,A,,,,
ATIA MANSAH,OPPOSITE LADIES BEAUTY,,MOSHIE ZONGO,MOSHIE ZONGO,,0546409202,,SERVICE,A,,,,
ATIA MANSAH ENTERPRISE,NEAR JOSEPH FAN MILK,TISHEGU LINK TO AHBRIYI MOSQUE,TISHIGU,TISHIGU,,0542916585,,SERVICE,A,,,,
ATIGA ALHASSAN ENTERPRISE,NEAR HAJIA FATI CHEMICAL STORE,TIVO GBEINI ROAD,TISHIGU,TISHIGU,,0245576215,,INDUSTRY,A,,,,
ATIKA ENTERPRISE,BEHIND THE MARKET PUBLIC TOILET,DABOYA ROAD,CENTRAL MARKET,ABOABO,,0242706718,,SERVICE,A,,,,
ATIKA ENTERPRISE,NEAR CENTRAL MOSQUE STORE NO. 7,DABOYA ROAD,CENTRAL MARKET,ABOABO,,0266027040,,SERVICE,A,,,,
ATIKA FRUITS STORE,STORE NO.E331,DABOYA ROAD,ABOABO,SABON-GIDA,,0249575162,,SERVICE,A,,,,
ATIKA MAJEED,SACK MARKET ABOABO,OFF DABOYA,ABOABO,SABON-GIDA,,0200716900,,SERVICE,A,,,,
ATIKA'S BOUTIQUE,OPPOSITE SINAPI ABA BUILDING,HOSPITAL ROAD,KUKUO,TAMALE,,0246498726,,SERVICE,A,,,,
ATIKU MOTOR FITTING SHOP,BEHING COMPUTER HOUSE,,LAMASHEGU,LAMASHEGU,,0266217152,,SERVICE,A,,,,
ATINDAANA FAMILY CHEMICALS,OPPOSITE TAYSEC YARD,SALAGA ROAD,DABOKPA,TAMALE,,0266722501,,SERVICE,A,,,,
ATIS STORE,BEHIND ZOHIND BLK. A SCHOOL,ASANKALOCAL ROAD,ZOGBELI,ZOBELI,,0246557308,,SERVICE,A,,,,
ATISHA STORE,AJACENT MY WILL LIMITED BUILDING,ABOABO ROAD,ABOABO,SABON GIDA,,0208087472,,SERVICE,A,,,,
ATLANTIS 30 ENTERPRISE,INFRONT OF HOUSE NUMBER C08 ALONG DOUBLE ROAD,,,SABONGUDA,,0244840311,,SERVICE,A,,,,
ATTA ESSIBIE HOTEL,OPPOSITE ST PETERS PRIMARY,ST CHARLES ROAD,ATTA ESSIBIE,TAMALE,"P. O. BOX 223, TAMALE",0243241436,,SERVICE,A,,,,
ATTA FRUITS STORE,STORE NO.E328,DABOYA ROAD,ABOABO,SABON-GIDA,,0249244863,,SERVICE,A,,,,
ATTA KONKO STORE,INSIDE CENTRAL MARKET C730,SAVELUGU ROAD,CENTRAL MARKET,ABOABO,,0246305571,,SERVICE,A,,,,
ATTA MAMY FISH FRYING ENTERPRISE,ADJACENT GHANA COMMERCIAL BANK - ABOABO,DABOYA ROAD,ABOABO,ABOABO,,0509088882,,SERVICE,A,,,,
ATTA STORE,ALHAJ MANDOGU HOUSE ABOABU,,DABOYA ROAD,SABONGIDA,,0243781445,,SERVICE,A,,,,
ATTAWURA VIDA ENTERPRISE,OPPOSITE CHELPANG RESTAURANT,TAMALE -DABOYA ROAD,KUNYAVILA,KUNYAVILA,,0545835835,,SERVICE,A,,,,
ATTENTION YOUR MOUTH CHOP BAR,OPPOSITE RITA AND FRIENDS BEAUTY SALON,HAPPIES COMMUNITY ROAD,TISHIGU,TISHIGU,,0209655605,,SERVICE,A,,,,
ATTORNERY GENERAL DEPARTMENT,ADJACENT LANDS COMMISION,LANDS COMMISSION ROAD,MINISTRIES,TAMALE,"P. O. BOX 670, TAMALE",0205384820,,SERVICE,A,,,,
ATTU OSMAN STORE,BEHIND ZENITH BANK C389,SAVELUGU ROAD,CENTRAL MARKET,ABOABO,,0243030633,,SERVICE,A,,,,
ATU ENTERPRISE,NEAR CENTRAL MOSQUE STORE NO. A8,DABOYA ROAD,CENTRAL MARKET,ABOABO,"P. O. BOX 312, TAMALE",,,SERVICE,A,,,,
ATWI MAMAN ENTERPRISE,DOWN FLOOR ON HOUSE NUMBER D5 OPPOSITE STANBIC BANK,SALAGA ROAD,CENTRAL BUSINESS DISTRICT,SABON GIDA,,0264168016,,SERVICE,A,,,,
AUDIT SERVICE,BEHIND TAMALE ICT OFFICE,REGIONAL OFFICE ROAD,YOUTH HOME,TAMALE,"P. O. BOX 153, TAMALE",,tamale@ghaudi.org,SERVICE,A,,,,
AUGUSTINA BORE ENTERPRISE,NEAR AHMADIYA MOSQUE,AHMADIYA MOSQUE LINK,TISHIGU,TISHIGU,,0200559048,,SERVICE,A,,,,
AUGUSTINE EZE ENTERPRISE,BEHIND ZENITH BANK  C305,SAVELUGU ROAD,CENTRAL MARKET,ABOABO,,0245954179,,SERVICE,A,,,,
AUNTI MUNI RESTAURANTS,"INFRONT OF HOUSE NO.M.8, ALONG THE DABOYA ROAD",DABOYA ROAD,ZOGBELI,ZOGBELI,,0209010210,,SERVICE,A,,,,
AUNTY BEF CHOP BAR,BEHIND SIASIA ENTERPRISE,HOSPITAL ROAD,CHANGLI,CHANGLI,,0247282832,,SERVICE,A,,,,
AUNTY SAHA'S PROVISION STORE,ALHAJI JOMO YILI OPPOSITE PARKS AND GARDENS,WATER WORKS ROAD,WARIZAHI,MOSHEI  ZONGO,,0260567142,,SERVICE,A,,,,
AUSDI ENTERPRISE,NEAR AMIRU NYOHINI YILI,KUMBUNGU  ROAD,ABOABO,TAMALE,,0261922771,,INDUSTRY,A,,,,
AUST-IYKE INTERNATIONAL,OPPOSITE NPP NORTHERN REGIONAL WOMEN WING OFFICE,DAKPE MAHNAA'S ROAD,DAGBANDABE FONG GUKPEGU,GUKPEGU TAMALE CENTRAL,,0545036967,agbochikaanselem@yahoo.com,SERVICE,A,,,,
AVNASH INDUSTRIES GHANA LTD,BEHIND TAMALE SOUTH CONSTITUENCY OFFICE,,,NYOHINI,"P. O. BOX TL279, TAMALE",0540101146,,INDUSTRY,A,,,,
AWABU BEAUTY SALON,CLOSE TO OUR LADY SCHOOL,OUR LADY ROAD,QUARTERS,SAKASAKA,,0209690785,,SERVICE,A,,,,
AWABU BEN STORE,INSIDE THE MARKET C366,SAVELUGU ROAD,CENTRAL MARKET,ABOABO,,0207597635,,SERVICE,A,,,,
AWABU SEIDU CLOTHING SHOP,ADJACENT AVNASH INDUSTRIES GHANA LIMITED,INDUSTRIAL ROAD,LAMASHEGU,LAMASHEGU,,0232734540,,SERVICE,A,,,,
AWAKWA COMPANY LIMITED,,,TAMALE,TAMALE,", TAMALE",,,INDUSTRY,A,,,,
AWAL ASANA ENTERPRISE,ZOGBEL BLOCK 'B' JSS,ZOGBELI LIDRA ROAD,ZOGBELI,ZOGBELI,,0244917896,,SERVICE,A,,,,
AWAL GRINDING MILL,AFTER THE PUBLIC TOILET,"BANJIDA JUNCTION, 2ND RING ROAD",KAKPAYILI,KAKPAYILI,,0249014778,,INDUSTRY,A,,,,
AWAL HUMU KUSU FASHION CENTRE,AT HOUSE NO. C.11 - ALONG PAGSARA ROAD,PAGSARA ROAD,,SABPN GIDA,,0261701646,,INDUSTRY,A,,,,
AWAL ISSAHA ENTERPRISE,OPPOSITE ADB BANK,FULINI MOSQUE ROAD,MOSHIE ZONGO,MOSHIE ZONGO,,0208830365,,SERVICE,A,,,,
AWAL MOHAMMED,NEAR ADB BANK,ADB ROAD,TISDHIGU,TISHIGU,,0246292638,,SERVICE,A,,,,
AWAL MOHAMMED SHIRAZ PROVISION STORE,NEAR HOUSE NO. A90 MOSHIE ZONGO,,MOSHIE ZONGO,MOSHIE ZONGO,,0207581554,,SERVICE,A,,,,
AWAL SPARE PARTSS,DATOYILI MARKET,BUPEI ROAD,DATOYILI,DATOYILI,,0246677791,,SERVICE,A,,,,
AWAL STORE,BEHIND HOUSE NUMBER G.48,VICTORY CINEMA ROAD,VICTORY CINEMA,SABON GIDA,,0242869438,,SERVICE,A,,,,
AWAL TANKO METAL WORKSHOP,AT HOUSE NUMBER G.7 ALONG PAGSARA ROAD,PAGSARA ROAD,SABON GIDA,SABON GIDA,,0242270113,,INDUSTRY,A,,,,
AWALCO ENTERPRISE,DIRECTLY OPPOSITE HIGHWAYS AUTHORITY,DABOYA ROAD,NYOHINI,TAMALE,,0246626632,,INDUSTRY,A,,,,
AWASS BILCHINCY,OPPOSITE VICTORY CINEMA,VICTORY CINEMA ROAD,SABONGIDA,TAMALE,,0268884045,,SERVICE,A,,,,
AWAWU ENTERPRISE,NEAR CENTRAL MOSQUE OF MARKET STORE NO. B276,KUMBUNGU ROAD,CETNRAL MARKET,ABOABO,,0207005018,,SERVICE,A,,,,
AWEE SETLITES,ON THE PARLIAMENT JUNCTION,BAYAMWAYA/PARLIAMENT ROAD,"BAYANWAYA, NYANI FONG",NYANI FONG,,0265773662,,SERVICE,A,,,,
AWOLUWO ENTERPRISE,OPPOSITE COMERCIAL BANK ABOABU,DABOYA ROAD,ABOABU,SABONJIDA,,0245307274,,SERVICE,A,,,,
AWUALTU PROVISION STORE,DIRECTLY OPPOSITE GHANA OIL COMPANY,GHANA OIL COMPANY ROAD,SAGNERIGU DUNGU,SAGNERIGU DUNGU,,0208039061,,SERVICE,A,,,,
AWUDU GRINDING MILL,BEFORE KPANVO PRESBY PRIMARY SCHOOL,AFTER TUUTINGLI CEMETARY ROAD,ZUGSAAYIA,KPANVO,,0264414991,,INDUSTRY,A,,,,
AWUDU SAMATA ENTERPRISE,OPPOSITE CENTRAL MARKET TOILET,DABOYA ROAD,CENTRAL MARKET,ABOABO,,0243220886,,SERVICE,A,,,,
AWUDU SUWEBA STORE,BEHIND CENTRAL MARKET TOILET C689,DABOYA ROAD,CENTRAL MARKET,ABOABO,,0242184581,,SERVICE,A,,,,
AWULA CASH AND CARRY  STORE,ALONG ABOABO ROAD OPPOSITE ENERY BANK,ABOABO ROAD,ABOABO,SABON GIDA,,0262317909,,SERVICE,A,,,,
AWULA PROVISION STORE,ALONG INDUSTRIAL AREA ROAD,INDUSTRIAL AREA ROAD,NYOHINI AREA,NYOHINI,,0242614307,,SERVICE,A,,,,
AWULATU BABA STORE,INSIDE THE MARKET C380,SAVELUGU ROAD,CENTRAL MARKET,ABOABO,,0248499192,,SERVICE,A,,,,
AWULATU ENTERPRISE,ADJACENT 1ST NATIONAL BANK BUILDING,YAPEI ROAD,NYANI FONG,NYANI FONG,,0248915676,,SERVICE,A,,,,
AWULATU IDDRISU SHOP,ADJACENT MARKET TOILET C958,KUMBUNGU ROAD,ABOABO,ABOABO,,,,SERVICE,A,,,,
AWULATU STORE,ALONG SOCIAL WELLFARE ROAD,,NYOHINI,NYOHINI,,0507371801,,SERVICE,A,,,,
AWURATU STORE,BEHIND CATHOLIC SECRETARAIL,OLD CEMETRY ROAD,DAGBANDABE FONG,GUKPEGU,,0246804544,,SERVICE,A,,,,
AWUSHIETU STORE,OPPOSITE HOSPITAL MOSQUE,,PICORNA ROAD,SABONGIDA,,0244292870,,SERVICE,A,,,,
AWUSI TYPING STATIONERY,INFRONT OF HOUSE NUMBER G.31 ALONG IK PHOTOS ROAD,IK PHOTOS ROAD,SABON GIDA,SABON GIDA,"P. O. BOX 2559, TAMALE CENTRAL",0206098066,,SERVICE,A,,,,
AWUZAYA ENTERPRISE LIMITED,"INDUSTRIAL AREA,FORMER SCC WORKSHOP",,TAMALE,TAMALE,"P O BOX 310, TAMALE",,,SERVICE,A,,,,
AY ELECTRICALS SHOP,AFA MOHAMMED  YILI OPPOSITE PARKS AND GARDEN,WATER WORKS ROAD,WARIZAHI,MOSHEI ZONGO,,0242053595,,INDUSTRY,A,,,,
AY. ALHASSAN AND SONS ENTERPRISE,ADJECENT AGRIC DEVELOPMENT BANK,DABOYA ROAD,ABOABO,ABOABO,"P. O. BOX TL 1244, TISHIGU",0244720089,,SERVICE,A,,,,
AYA'S CHOP BAR,JUST BEFORE THE NYOHINI CENTRAL MOSQUE,NYOHINI ROAD,NYOHINI,TAMALE,"P. O. BOX 227, TAMALE",0246771113,,SERVICE,A,,,,
AYANBILA MBORA/PRAISE THE LORD SHOP,CULTURAL CENTRE INSIDE,JUBILEE PARK LANE,CULTURAL CENTRE,TISHIGU,"P. O. BOX TL1737, TISHIGU",0246209607,,SERVICE,A,,,,
AYASHE PROVISION STORE,INFRONT OF DUUNYIN CHIEF PALACE,SALAGA ROAD,DUUNYIN,DUUNYIN,,,,SERVICE,A,,,,
AYATU FASHION,ALONG POURIDGE SELLER LANE OPPOSITE MUNCHIRI HOUSE,"HUS. NO.I.152, MARKET STREET",ABOABO,ABOABO,,0209124949,,INDUSTRY,A,,,,
AYEADOM SPECIAL,OPPOSITE WEST HOSPITAL JUNCTION,ZOGBELI WEST HOSPITAL RPAD,ZOGBELI,ZOGBELI,,0545090594,,SERVICE,A,,,,
AYI ABASS STORE,BEHIND ZENITH BANK C392,SAVELUGU ROAD,CENTRAL MARKET,ABOABO,,0246119512,,SERVICE,A,,,,
AYI ABU ENTERPRISE,ADJACENT CENTRAL MARKET TOILET,DABOYA ROAD,CENTRAL MARKET,ABOABO,,0245942013,,SERVICE,A,,,,
AYI ALHASSAN CHEMICAL STORE,NEAR TO MAPUCA JUNCTION,NALUNG ROAD,NALUNG,BULPELA,,0245845534,,SERVICE,A,,,,
AYI AMIDU ENTERPRISE,OPPOSITE AHMEDIYA PRIMARY SCHOOL,LAMASHEGU JHS ROAD,LAMAKARA,ZOGBELI,,0245959956,,SERVICE,A,,,,
AYI BUSINESS CENTER,OPPOSITE DECENT CHEMICAL,DABOYA ROAD,NYOHINI,NYOHINI,,0205258192,,SERVICE,A,,,,
AYI ENTERPRISE,BESIDE LAMASHEGU CHIEF PALACE,ALONG LAMASHEGU CHIEF PALACE ROAD,ZOGBELI,ZOGBELI,,0243732956,,SERVICE,A,,,,
AYI ENTERRISE,OPPOSITE THE APPOSTOLIC CHURCH,OLD CEMETARY ROAD,GUKPEGU,GUKPEGU,,0242588544,,SERVICE,A,,,,
AYI FASHION SHOP,NEXT TO APOSTLES REVELATION CHURCH,SAVELUGU ROAD,SAKASAKA,MOSHIE ZONGO,,0242707711,,INDUSTRY,A,,,,
AYI FOOD COMPLEX,GUMBIL LINE STORE NO.E174 ADJACENT THE BUTCHER HOUSE,DABOYA ROAD,ABOABO MARKET,SABON-GIDA,,0540308796,,SERVICE,A,,,,
AYI GAGBINI STORE,BEHIND THE SUPER MARKET,OFF DABOYA ROAD,ABOABO MARKET,SABONGIDA,,,,SERVICE,A,,,,
AYI GBANDANA SHOP,BEHIND ZENITH BANK,STORE C444,CENTRAL MARKET,ABOABO,,0208293560,,SERVICE,A,,,,
AYI SHOP,AFTER MOHAMMED MUMIN SHOP ON 7TH LANE,SOTE NO.419,CENTRAL MARKET,ABOABO,,0248232309,,SERVICE,A,,,,
