ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,PHONE,EMAIL,SECTOR,SIZE,
GIFTY 'S SHOP,ADJACENT GOD IS ONE DRINKING SPOT,TELANIA ROAD,MANCHORO,NIMBASINIA,,,,INDUSTRY,A,
GIFTY AKAGUTE STORE,OPPOSITE ADUA HOUSE,NAVRONGO KORANIA ROAD,KASENIA,KORANIA,,0507850628,,SERVICE,A,
GIFTY FASHION SHOP,BEHIND ASSEMBILES OF GOD CHURCH,UDS ROAD,NOGESENIA,NAVRONGO,,0541597008,,INDUSTRY,A,
GIFTY VENTURES,RIGHT ADJACENT NABOMBATIA COSMETICS,NAVRONGO SANDEMA ROAD,NAVRONGO TOWN,NAVRONGO,"P. O. BOX 43, NAVRONGO",0249109128,,SERVICE,A,
GIFTY ZIZINGA DRINKS AND PROVISION SHOP,OPPOSITE BERLIN CITY,NAVASCO GATE,NAVASCO GATE,JANANIA,"P. O. BOX 11, JANANIA",,,SERVICE,A,
GIFTY'S FASHION,BESIDE DIGGES SPOT HOUSE NO. 40,GAANI ROAD,NOGESENIA,NAVRONGO,,,,INDUSTRY,A,
GILBERT BAWOLORIKO LICENSED CHEMICAL SHOP,ABOUT 60 METERS FROM MAYAGA JUNCTION TOWARD NAVRONGO,NAVRONGO SANDEMA ROAD,NOGSENIA,NAVRONGO,,0249582317,,SERVICE,A,
GINA'S SPOT,BEHIND HOUSE NO. WFE65,200 METERS FROM KAYILO FEEDER ROAD,SABORO,NAVRONGO,,0245804713,,SERVICE,A,
GINGABNIA PRIMARY SCHOOL,BY ASENTA STORE,GINGOGINGO ROAD,GINGOGINGO,DOBA GINGO GINGO,"P. O. BOX 56, NAVRONGO",0245279242,,SERVICE,A,
GLADY'S ENTERPRISE.,OPPOSITE LATE PROF KABURISE HOUSE NO CAA 22,NAVRONGO SANDEMA ROAD,NOGESENIA,NAVRONGO,"C/O P. O. BOX 24, UDS",0240464549,,SERVICE,A,
GLADY'S KANTONGE BEAUTY SALON,OPPOSITELABOUR POINT DRINKING SPOT,NAVRONGO BOLGA ROAD,BALOBIA,NAVRONGO,,0545186002,,SERVICE,A,
GLADY'S PROVISION SHOP,20 METERS FROM TIGO MAST TOWARDS NAVRONGO TOWN,NAWONIA ROAD,NOGSENIA,NAVRONGO,,0245279081,,SERVICE,A,
GLADY'S PROVISION STORE,ADJACENTICOUR LOWCOST,NAVRONGO-PAGA ROAD,NAMOLO,NAVRONGO,,0543947990,,SERVICE,A,
GLADY'S SHOP,INSIDE ZUO STATION MARKET,NAYIRE MAIN ROAD,ZUO,KOLOGO ZUO,,0248206706,,INDUSTRY,A,
GLADYS ANIRIBA DRESSMAKING SHOP,ALONG GAANE ROAD FEW METERS TO GAANE STATION,GAANE STATION,GAANE STATION,UPPER GAANE,,,,INDUSTRY,A,
GLADYS DRESSMAKING SHOP,OPPOSITE SALIM CONSULT LIMITED,NAVRONGO SANDEMA ROAD,NOGESENIA,NAVRONGO,,0502326051,,INDUSTRY,A,
GLORIA'S PROVISION SHOP,BEHIND ELISHA PREPARATORY SCHOOL,VRA SUBSTATION JUNCTION TO WAR HOSPITAL,NANGALKINIA,NAVRONGO,,0248295251,,SERVICE,A,
GLORIOUS TOURCH,OPPOSITE HOUSE NO CAP 57,NAVRONGO TUMU ROAD,NOGSENIA,NAVRONGO,,0249365297,,SERVICE,A,
GLORY AND GRACE ELECTRICAL SHOP,OPPOSITE GOD IS GOOD DECENT WEAR,NAVRONGO SANDEMA ROAD,NOGSENIA,NAVRONGO,"P. O. BOX 91, NAVRONGO",0206620229,,SERVICE,A,
GLORY LAND SPOT,ATTACH AGAMBA HOUSE SAT25 KONGWANIA,NAVRONGO KONGWANIA ROAD,UPPER KONGWANIA,NAYAGENIA KUNWANIA,,0208484788,,SERVICE,A,
GLORYLAND DRINKING SPOT,ABOUT 300M FROM CUSTOM BARRIER ADJ . CYNTHIA ENTERPRISE,BOLGA NAVRONGO ROAD,DOBA GORO,DOBA GORO,,,,SERVICE,A,
GOD ALL TO GOD FASHION SHOP,OPPOSITE FAST LINK SERVICES,NAVRONGO UDS ROAD,NAVRONGO MARKET,NAVRONGO,,0243108415,,INDUSTRY,A,
GOD BE THE GLORY HAIRDRESSING SALON,INFRONT OF NAVASCO FIRST TEACHERS BUNGLOW,NAVASCO GATE,GOGENIA,JANANIA,,0543361393,,SERVICE,A,
GOD CHOSEN SALON,INSIDE MANYORO MARKET 20 METERS FROM HAPPY HOME SHOP,MANYORO GOMONGO,MANYORO,MANYORO,,0243183001,,SERVICE,A,
GOD FIRST ENTERPRISE.,ADJACENT ALUA MECHANIC SHOP,NAVRONGO PAGA ROAD,ICOUR TOWNSHIP THREE,NAVRONGO,"C/O P. O. BOX 70, NAVRONGO",0207240112,,SERVICE,A,
GOD GIFT SALON,ADJACENT KWOSE LUUSE STORE INSIDE THE MARKET,NAVRONGO SANDEMA ROAD,NAVRONGO MARKET,NAVRONGO,,0505754056,,SERVICE,A,
GOD GRACE ENTERPRISE.,OPPOSITE FOREVER UNISEX SALON,HOSPITAL ROAD,NOGESENIA,NAVRONGO,,0204849810,,SERVICE,A,
GOD ID WONDERFUL SALON,BESIDE FRIMPS OIL,BOLGA NAVRONGO ROAD,DOBA GORO,DOBA GORO,,0241380866,,SERVICE,A,
GOD IS EVERYWHERE HAIR SALON,10 METERS AWAY FROM SABORO PRIMARY SCHOOL,NAVRONGO-PAGA ROAD,SABORO,NAVRONGO,,0507117010,,SERVICE,A,
GOD IS GOOD ALL THE TIME AND ALL THE TIME GOD IS GOD SHOP,AWINBONO SYLVESTER HOUSE,PATH TO AKABANINI HOUSE,GONGENIA,GONGENIA,,0502245876,,SERVICE,A,
GOD IS GOOD DRINKING SPOT,ADJACENT CATHOLIC CHURCH,NIMBASINIA MANHORO ROAD,MANHORO,NIMBASINIA,,,,SERVICE,A,
GOD IS GREAT,OPPOSITE FEHNA ENTEPRISE,UDS ROAD,NOGESENIA,NAVRONGO,,0248990503,,SERVICE,A,
GOD IS GREAT TAILORING AND DRESSING,BESIDE TEACHERS ENTERPRISE,PALACE STREET,NOGESENIA,NAVRONGO,,0248404684,,INDUSTRY,A,
GOD IS KING ENTERPRISE,ADJ SANFOS BOUTIQUE,ST. JUDE CLINIC PATH,BALOBIA,NAVRONGO,,,,SERVICE,A,
GOD IS KING FASHION SHOP,ADJACENT ALICE FASHION SHOP,HOSPITAL ROAD,NOGSENIA,NAVRONGO,,0544090139,,INDUSTRY,A,
GOD IS MY REDEEMER BEAUTY SALON,OPPOSITE SALIM CONSULT LIMITED,NAVRONGO SANDEMA ROAD,NOGSENIA,NAVRONGO,,0240121039,,SERVICE,A,
GOD IS ONE DRINKING SPOT,ADJACENT GOD TIME IS THE BEST BEAUTY SALON,NAVRONGO BOLGA ROAD,NOGESENIA,NAVRONGO,,0243301908,,SERVICE,A,
GOD IS THE ONLY SOLUTION PROVISION SHOP,OPPOSITE VRA SOLAR POWER PLANT BILL BOARD,NAVRONGO BOLGA ROAD,NOGESENIA,NAVRONGO,,0243025045,,SERVICE,A,
GOD LOVES YOU,ADJACENT SOROKWA ABIBA BAR,PALACE ROAD,NOGESENIA,NAVRONGO,,0247075042,,INDUSTRY,A,
GOD LOVES YOU FASHION SHOW,AROUND THE BUTCHER HOUSE IN THE CENTER OF THE MARKET,NAVRONGO SANDEMA ROAD,NAVRONGO MARKET,NAVRONGO,,0247075042,,INDUSTRY,A,
GOD TIME IS THE BEST,INFRONT OF AKANYOE SEBASTIAN SHOP MANYORO MARKET,SIRIKU TAZIKA ROAD,MANYORO,MANYORO,,0242757680,,SERVICE,A,
GOD TIME IS THE BEST BEAUTY SALON,ADJACENT ONE IN TOWN DRINKING SPOT,NAVRONGO BOLGA ROAD,NOGESENIA,NAVRONGO,,0547007847,,SERVICE,A,
GOD TIME IS THE BEST REPAIRING SHOP,ABOUT 200 METERS FROM THE CENTRAL PRISION TOWARDSSANDEMA,NAVRONGO SANDEMA ROAD,NOGSENIA,NAVRONGO,,,,SERVICE,A,
GOD WILL MAKE A WAY CARPENTERY,OPPOSITE ALL SHALL PASS SPOT,COMMERCIAL ROAD,NOGESENIA,NAVRONGO,,0207996403,,INDUSTRY,A,
GOD WILL MAKE A WAY FASHION SHOP,OPPOSITE BENCYN PHARMACY,HOSPITAL ROAD,NOGSENIA,NAVRONGO,,0245280646,,INDUSTRY,A,
GOD WILL MAKE A WAY PROVISIONS STORE,ADJACENT HOUSE NO. SAC 86 AT SEIZE POWER JUNCTION,SEIZE POWER JUNCTION,JANANIA,JANANIA,,0248942841,,SERVICE,A,
GOD'S GIFT IS THE BEST BEAUTY SALON,OPPOSITE NAVASCO ALONG NAVRONGO GAANE ROAD,NAVASCO GATE,NAVASCO GATE,VUNANIA,"P. O. BOX 33, JANANIA",0209461268,,SERVICE,A,
GOD'S LOVE BEAUTY SALON,OPPOSITE NDC CENTAL PARLIAMENT PAVILLION,NAVRONGO SANDEMA ROAD,NOGSENIA,NAVRONGO,,0249334733,,SERVICE,A,
GOD'S LOVE FASHION SHOP,BEHIND FASTLINK MIRCOFINANCE,PRISON ROAD,PRISON VIEW,NAVRONGO,"C/O P. O. BOX 122, NAVRONGO",0546883894,,INDUSTRY,A,
GOD'S POWER SHOP,OPPOSITE NDC CENTRAL PARLIAMENT,NAVRONGO SANDEMA ROAD,NOGSENIA,NAVRONGO,,0242364279,,INDUSTRY,A,
GOD'S TIME IS THE BEST,OPPOSITE HOUSE NO.CAD 26,COMMERCIAL ROAD,NOGESENIA,NAVRONGO,,,,INDUSTRY,A,
GOD'S TIME IS THE BEST BEAUTY SALON,ADJACENT GOD IS ONE DRINKING SPOT,ST JUDE PATH,NOGESENIA,NAVRONGO,,0246574208,,SERVICE,A,
GOD'S TIME IS THE BEST CHOP BAR,OPPOSITE EMMANUEL ENTERPRISE INSIDE THE MARKET,CHIEFS PALACE NAVRONGO ROAD,NAVRNGO MARKET,NAVRONGO,,0542746812,,SERVICE,A,
GOD'S TIME IS THE BEST SALON,ADJACENT GHANA COMMERCIAL BANK,HOSPITAL ROAD,NOGSENIA,NAVRONGO,,0248731064,,SERVICE,A,
GOD'S WAY BEAUTY SALON,OPPOSITE CAL 80,FEEDER ROAD TO DCE RESIDENCE,SABORO QUARTERS,NAVRONGO,,0201904586,,SERVICE,A,
GOD'S WAY DRESSMAKING SHOP,OPPOSITE HOUSE NO. CAL 80,FEEDER ROAD TO DCE RESIDENCE,SABORO QUARTERS,NAVRONGO,,0507117081,,INDUSTRY,A,
GOD'S WILL ENTERPRISE.,INFRONT OF WAR MEMORIAL HOSPITAL,GAANI ROAD,NOGESENIA,NAVRONGO,,0509258813,,SERVICE,A,
GODFRED CLOTHINGS SHOP,OPPOSITE PRESBYTARIAN CHURCH,NAVRONGO BOLGA ROAD,NOGESENIA,NAVRONGO,,0207839611,,SERVICE,A,
GODFRED ENTERPRISE,ADJACENT TAMPOLA BASIC SCHOOL,BIU PALALCE JUNCTION ROAD,MAIN STATION,TAMPOLA,,0547222395,,SERVICE,A,
GODLY PATIENCE ENTERPRISE,DIRECTLY OPPOSITE COOL BASE,NAVRONGO SANDEMA ROAD,NAVRONGO TOWN,NAVRONGO,,0242718010,,SERVICE,A,
GODSHACH ENTERPRISE.,OPPOSITE FLASH PHOTO,NAVRONGO SENDEMA ROAD,NOGESENIA,NAVRONGO,,0209662319,,SERVICE,A,
GOIL FILLING STATION CANTEEN,ADJACENT FIRST NATIONAL BANK,NAVRONGO BOLGA ROAD,NOGESENIA,NAVRONGO,"P. O. BOX 607, BOLGA",0244944030,,SERVICE,A,
GOIL FILLING STATION MARK,ADJACENT FIRST NATIONAL BANK,NAVRONGO BOLGA ROAD,BALOBIA,NAVRONGO,"P. O. BOX 607, BOLGA",0244944030,info@goilonline.com,SERVICE,A,
GOOD MOTHER BAR,BESIDE CHOCHOM BAR,COMMERCIAL ROAD,NOGESENIA,NAVRONGO,,0243722725,,SERVICE,A,
GOOD MUNTASCO MOTORS,ABOUT 40 METERS FROM CENTRAL PRISON TOWARD PAGA,PAGA NAVRONGO ROAD,NAMOLO,NAVRONGO,,0243144461,,SERVICE,A,
GOOD NEWS BIBILE CHURCH,NEAR ASOBAYIRE JUNIOR SCHOOL,NAYIRE ZUO ROAD,NAYIRE,KOLOGO NAYIRE,,0541639146,,SERVICE,A,
GOOD NEWS BIBLE CHURCH,ABOUT 50 METERS TOWARDS SAFORO PRIMARY SCHOOL,SIRIGU MANYORO ROAD,SAKUNIA,MANYORO,,,,SERVICE,A,
GOOD NEWS BIBLE CHURCH,ALONG BIU PALACE ROAD AT MAIN STATION,STATION,TAMPOLA,TAMPOLA,"C/O P. O. BOX 161, NAVRONGO",0507361761,cadawina@yahoo.com,SERVICE,A,
GOOD NEWS CHURCH,NEAR ZUO CHC,KOLOGO ZUO MAIN ROAD,ZUO,KOLOGO ZUO,,0546851490,,SERVICE,A,
GOSHEN DISCOUNT BOOKS,INFRONT OF WAR MEMORIAL HOSPITAL,GAANI ROAD,NOGESENIA,NAVRONGO,,0208318528,,SERVICE,A,
GRACE APISUAH PITO BAR,APISUAH HOUSE NO. CAG 75,NAVRONGO BOLGA ROAD,NAMOLO,NAVRONGO,,0249175714,,SERVICE,A,
GRACE APORI SHOP,BEHIND GHANA COMMERCIAL BANK,UDS ROAD,NOGESENIA,NAVRONGO,,0206588931,,SERVICE,A,
GRACE FASHION,ADJACENT ROUGH LINE SPOT,NAVRONGO PUNGU ROAD,NAMOLO,NAVRONGO,,0202187884,,INDUSTRY,A,
GRACE FISH SHOP,INFRONT OF KORANIA JUNIOR HIGH SCHOOL,NAVRONGO SANDEMA ROAD,NANGALIKINIA,NAVRONGO,,0542663394,,SERVICE,A,
GRACE HAIR DRESSING SALON,ADJACENT GHANA COMMERCIAL BANK,HOSPITAL ROAD,NOGSENIA,NAVRONGO,,0543067486,,SERVICE,A,
GRACE KENKEY BASE,ADJACENT CATHERINE'S CHEMICAL SHOP,KANDIGA JUNCTION ROAD,AKURUGU DABOO,AKURUGU DABOO,,0505221001,,SERVICE,A,
GRACE PROVISION SHOP,CAZ 03 OPPOSITE HHFS/NAVRONGO FARMERS UNION,PUNGU ROAD,NAMOLO,NAVRONGO,,0246031377,,SERVICE,A,
GREAT PETROLEUM,ABOUT 100 METERS FROM THE VRA SUBSTATION TOWARD SANDEMA,NAVRONGO SANDEMA ROAD,NANGALIKINIA,NAVRONGO,,0244599917,,SERVICE,A,
GREAT PROVIDER,OPPOSITE COMMERCIAL BANK,COMMERCIAL BANK STREET,NOGESENIA,NAVRONGO,,0244804976,,SERVICE,A,
GREAT PROVIDER ENTERPRISE.,ADJACENT GID IS KING FASHION SHOP,HOSPITAL ROAD,NOGSENIA,NAVRONGO,,0242761849,,SERVICE,A,
GREENLANDS DRINKING SPOT,300 METERS FROM LESKEN FAMILY HOUSE,MIRIGU ROAD,KARANIA,NAYAGENIA KUNWANIA,,0246640462,,SERVICE,A,
GROUND ZERO'S SPORT,BEHIND JOJIL FAMILY NEEDS SHOP,VRA SUB STATION JUNCTION TO WAR HOSPITAL,NANGALKINIA,NAVRONGO,,0505178681,,SERVICE,A,
GUIE BUNGAH CARPENTARY SHOP,ADJACENT MANYORO MOSQUE,MANYORO WANJAGNIA ROAD,MANYORO,MANYORO,,,,INDUSTRY,A,
GUMAH VENTURES,OPPOSITE NDC OFFICE,CINEMA PALACE,NOGSENIA,NAVRONGO,"P. O. BOX 36, NAVRONGO",0264870970,,SERVICE,A,
GYE WANI SPOT,BESIDE HOME TOUCH BAR,COMMERCIAL BANK STREET,NOGESENIA,NAVRONGO,,0244806655,,SERVICE,A,
HABIBA ATINGA PITO BREWING SPOT,BEHIND BOSS BARBERING SHOP,NAVRONGO BOLGA ROAD,NOGESENIA,NAVRONGO,,0543718388,,INDUSTRY,A,
HAFSHEITU SHOP,ADJACENT ASSEMBLIES OF GOD CHURCH,UDS ROAD,NOGESENIA,NAVRONGO,,0246031742,,SERVICE,A,
HAJIA FATI AND DAUGHTER'S COSMETICS SHOP,BEHIND MTN OFFICE,COMMERCIAL STREET,NOGESENIA,NAVRONGO,,0540505335,,SERVICE,A,
HAJIA STORE,OPPOSITE NAAGA PRIMARY SCHOOL,NAAGA TINDAMA ROAD,NAADIO,NAAGA CHOO,,,,SERVICE,A,
HAJIA'S PROVISION SHOP,BEHIND J.B DOGNIA PHARMARCY,COMMERCIAL STREET,NOGESENIA,NAVRONGO,,0209115433,,SERVICE,A,
HAJIAH KANDE BAR,BEHIND O.G.B MOTORS,NAVRONGO SANDEMA ROAD,NAVRONGO MARKET,NAVRONGO,,0249116973,,SERVICE,A,
HALIM ENTERPRISE,NDC CHAIRMAN'S HOUSE ALHAJI BABA,PAGA NAVRONGO ROAD,NAMOLO,NAVRONGO,"P. O. BOX 44, NAVRONGO",0244721644,,INDUSTRY,A,
HANA'S COLD STORE,INFRONT OF THE PUNGU JUNIOR HIGH SCHOOL,PUNGU NAVRONGO ROAD,PUNGU CENTRAL,PUNGU - CENTRAL,,0248721700,,SERVICE,A,
HANATU'S PROVISIONS SHOP,GIA ROAD,,NAMOLO WEST,NAVRONGO,,0246580149,,SERVICE,A,
HANNAH AYINE BUSINESS CENTRE,OPPOSITE PARADISE SUPER MARKET,NAVRONGO UDS ROAD,SSNIT,GONGENIA,,0507095402,,SERVICE,A,
HAPPY BRODA ABOLGA MECHANIC SHOP,ADJACENT CATHOLIC CHURCH,MISSION JUNCTION HOSPITAL ROAD,NOGESENIA,NAVRONGO,,0247244006,,SERVICE,A,
HAPPY HOME FASHION SHOP,20 METERS FROM GOD CHOSEN SHOP INSIDE THE MARKET,SURIGU TAZAG ROAD,MANYORO,MANYORO,,0542756544,,SERVICE,A,
HAPPY SPOT,200 METERS FROM NAYAGENIA CLUB HOUSE,PAWAMAG STREET,NAYAGENIA,NAYAGENIA,,0546822845,,SERVICE,A,
HAPPY SPOT,ABOUT 170 METERS FROM CENTRAL PRISONS TOWARDS SANDEMA,NAVRONGO SANDEMA ROAD,NOGSENIA,NAVRONGO,,0206415066,,SERVICE,A,
HAPPY YOURSELF PITO BASE,ADJACENT LESKEN FAMILY HOUSE,MIRIGU ROAD,KARANIA,NAYAGENIA KUNWANIA,,0541181407,,INDUSTRY,A,
HARUNA BAGAYA SHOP,OPPOSITE DESTINY CHILD,UDS ROAD,NOGESENIA,NAVRONGO,,0502686436,,SERVICE,A,
HARUNA'S PHONE ACCESSORIES,OPPOSITE MAMA VIDAS SHOP,COMMERCIAL BANK STREET,NOGESENIA,NAVRONGO,,0265779894,,SERVICE,A,
HASHIMI FITTING SHOP,ADJACENT ASSEMBLIES OF GOD CHURCH,UDS ROAD,NOGESENIA,NAVRONGO,,0206589423,,SERVICE,A,
HASSANA PROVISION STORE,OPPOSITE EDDIES PUB ALONG NAVRONGO - PAGA ROAD,NAVRONGO- PAGA ROAD,SABORO,NAVRONGO,,0505949930,,SERVICE,A,
HE IS ALIVE ENTERPRISE.,ADJACENT NP OVER TO GOD ENTERPRISE,HOSPITAL ROAD,NOGSENIA,NAVRONGO,,0542310062,,SERVICE,A,
HEAVEN ELECTRONIC SHOP,ADJ KAFAD HERBAL AND SURGICAL CENTER,SANDEMA ROAD,NOGESENIA,NAVRONGO,,0242717869,michealkaburi@yahoo.com,SERVICE,A,
HEAVEN GATE ARTS,BESIDE THE PUBLIC TOILET CLOSER TO CHIEF PALACE,NAVRONGO SANDEMA ROAD,NOGESENIA,NAVRONGO,,0509960270,,INDUSTRY,A,
HEAVEN HELPS FARMERS,BESIDE VRA SUB STATION,SANDEMA ROAD,NANGALIKINIA,NAVRONGO,"P. O. BOX 7, NAVRONGO",0200967947,,SERVICE,A,
HELEN ENTERPRISE ALIA'S COMMUNITY MELCOM,OPPOSITE THE COMMTY HEALTH SCHOOL,TONO NAVRONGO ROAD,BONIA,BONIA,,0541590199,,SERVICE,A,
HELEN FOOD AND DRINKS SERVICES,BEHIND HOUSE NO.SAE 11 ALONG NAVRONGO GAANE ROAD,ATINIGU ROAD,TALANIA,VUNANIA,,0248232623,,INDUSTRY,A,
HELEN'S TRADINGS,OPPOSITE LATEX FOAM DEPOT,COMMERCIAL BANK STREET,NOGESENIA,NAVRONGO,,0245241149,,INDUSTRY,A,
HELENS PROVISONS SHOP,OPPOSITE OLD NAARA RURAL BANK,GAANI ROAD,NOGESENIA,NAVRONGO,,0506108158,,SERVICE,A,
HELINA'S CHOP BAR,BEHIND MUNICIPAL ASSEMBLY,NAVRONGO PAGA ROAD,NAMOLO,NAVRONGO,,0249449667,,SERVICE,A,
HELINA'S DRINKING SPOT,BEHIND NATIONAL SERVICE SECRETARIAT,NAVRONGO PAGA ROAD,NAMOLO,NAVRONGO,,0249449667,,SERVICE,A,
HELLEN FAST FOOD,OPPOSITE ICOUR QUATERS,NAVRONGO-PAGA ROAD,NAMOLO,NAVRONGO,,0203153877,,SERVICE,A,
HELLEN KENKEY BASE,OPPOSITE CENEMA PALACE,PALACE STREET,NOGESENIA,NAVRONGO,,0245283842,,SERVICE,A,
HELLEN'S ENTERPRISE.,OPPOSITE CATHERINE'S CHEMICAL SHOP,KANDIGA JUNCTION ROAD,AKUNKONGO,AKUNKONGO,,,,SERVICE,A,
HENAKU ELECTRICAL WORKS,"OPPOSITE NAARA RURAL BANK, NAVRONGO",,NAVRONGO,NAVRONGO,"C/O P.O. BOX 1, NAVRONGO",,,SERVICE,A,
HENAKUS ANNEX,OPPOSITE MAXTINA BOUTIQUE ALONG NAVRONGO - PAGA ROAD,NAVRONGO- PAGA ROAD,SABORO,NAVRONGO,,0543816251,,SERVICE,A,
HENAKUS ELECTRICALS,OPPOSITE PATIENCE MOVES MOUNTAINS,NAVRONGO GAANI ROAD,NOGESENIA,NAVRONGO,"C/O P. O. BOX 1, NAVRONGO",0243289166,,SERVICE,A,
HENRY'S SHOP,OPPOSITE PERSERVARANCE SPOT,COMMERCIAL ROAD,NOGESENIA,NAVRONGO,,0206191400,,SERVICE,A,
HERITAGE JUNIOR HIGH  SCHOOL,BEHIND MOTHER OF MERCY BABIES HOME,SIRIGU NATUGNIA ROAD,DAZONGO,SIRIGU DAZONGO,"P. O. BOX 417, BOLGA",0505179510,,SERVICE,A,
HERITAGE PRIMARY  SCHOOL,BEHIND MOTHER OF MERCY BABIES HOME,SIRIGU NATUGNIA ROAD,DAZONGO,SIRIGU DAZONGO,"P. O. BOX 417, BOLGA",0505179510,,SERVICE,A,
HIGH  TASTE FOOD,OPPOSITE FIRE SERVICE,HOSPITAL ROAD,NOGESENIA,NAVRONGO,,0543822850,,SERVICE,A,
HILARIOUS A EMIL LICENSED CHEMICAL SELLER,OPPOSITE ST JUDE CLINIC,UDS ROAD,NOGESENIA,NAVRONGO,"P. O. BOX 18, NAVRONGO",0241717455,,SERVICE,A,
HILL TOP BAKERY,OPPOSITE HILL TOP BEAUTY SALON,GAANI ROAD,NOGESENIA,NAVRONGO,,0543029613,,INDUSTRY,A,
HILLTOP BAR AND PROVISION SHOP,ADJACENT ASIBI'S HOUSE,KAJELO PINDAA ROAD,PINDAA - ADUGO,PINDAA,,,,SERVICE,A,
HILLTOP DRINKING SPOT,OPPOSITEALMIGHTY DRINKING SPOT,WURV TONO ROAD,WURV,WURU,,0508162479,,SERVICE,A,
HIP JULIANA CONTAINER,OPPOSITE SSNIT JUNCTION,NAVRONGO UDS ROAD,UDS,GONGENIA,"P. O. BOX 24, NAVRONGO",0207665508,,SERVICE,A,
HOLY CHILD BOUTIQUE,ALHAJI BAGOBIRE STORES,HOSPITAL ROAD,NOGSENIA,NAVRONGO,,0543489152,,SERVICE,A,
HOME BAR,HOME BAR ADJACENT LUCY ENTERPRISE,NAVASCO UDS ROAD,HOME BAR GONGENIA,GONGENIA,,0505182621,,SERVICE,A,
HOME OF CATERING,OPPOSITE JUBILLE SPOT,NAVRONGO BOLGA ROAD,NOGESENIA,NAVRONGO,,0240566043,,SERVICE,A,
HOME TOUCH BAR,BESIDE HELEN TRADINGS,COMMERCIAL BANK STREET,NOGESENIA,NAVRONGO,,0243341387,,SERVICE,A,
HOPE FASHION SHOP,NEXT TO HOUSE NO CAM 55 TOWARDS NAVRONGO TOWN,NAVRONGO SANDEMA ROAD,NOGSENIA,NAVRONGO,,0542574064,,INDUSTRY,A,
HOT KENKEY AND TUBANI JOINT,OPPOSITE FREEDOM SPOT,WURV TONO ROAD,WURV,WURU,,,,SERVICE,A,
HOTLINE PROVISION STORE,TONO JUNCTION,NAVRONGO SANDEMA ROAD,YIGWANIA,TONO TOWNSHIP,,0505962768,,SERVICE,A,
HUMBLE VENTURES,ADJACENT HOT MIX MUSIC PRODUCTION,PUNGU ROAD,NOGSENIA,NAVRONGO,,0246711481,,SERVICE,A,
HUMPSEY ENTERPRISE,AWEDAGA'S H/NO.D54 PUNGU ROAD NAVRONGO,,NAVRONGO,NAVRONGO,"P.O. BOX 36, NAVRONGO",,,SERVICE,A,
HUMU HAIRDRESSING SALON,ADJACENT POWER GROUNDS MIRCOFINANCE,NAVRONGO SANDEMA ROAD,NOGSENIA,NAVRONGO,,0246811054,,SERVICE,A,
IBRAHIM MECHANICAL SERVICE,OPPOSITE PUBLIC TOILET,HOSPITAL ROAD,NOGESENIA,NAVRONGO,,0246284823,,SERVICE,A,
IBRAHIM'S GRINDING MIL,ADJACENT FRIMPS OIL,BOLGA NAVRONGO ROAD,DOBA GORO,DOBA GORO,,0241315267,,INDUSTRY,A,
IDDRISU BASHIRU WELDING SHOP,OPPOSITE. PUBLIC TOILET,HOSPITAL STREET,NOGESENIA,NAVRONGO,,0247415061,,INDUSTRY,A,
IDDRISU CABERATOR AND INJECTORS SPECIALIST SHOP,OPPOSITE GOIL FILLING STATION,NAVRONGO BOLGA ROAD,BALOBIA,NAVRONGO,,0207576654,,SERVICE,A,
IDDRISU GARIBA BARBERING SALON,OPPOSITE ST JUDE CLINIC,UDS ROAD,NOGESENIA,NAVRONGO,,0248993469,,SERVICE,A,
IDDRISU SULEMANA FASHION SHOP,ADJACENT MAMUNA FASHION SHOP,NAVRONGO SANDEMA ROAD,NAVRONGO TOWN,NAVRONGO,,0542751959,,INDUSTRY,A,
IDDRISU'S MOSQUE,OPPOSITE ROLAM RESTAURANT,NAVRONGO SENDEMA ROAD,NOGSENIA,NAVRONGO,,0505181164,,SERVICE,A,
IF GOD BE FOR US ENT.,ADJACENT ATAOYJ'S HOUSE NO. D30,PUNGU ROAD,NAMOLO,NAVRONGO,,0244938289,,SERVICE,A,
IF GOD SAY YES WHO CAN SAY NO SALON,INSIDE NAVRONGO MARKET SQUARE,NAVRONGO COMMERCIAL ROAD,NAVRONGO,NAVRONGO,,0548746712,,SERVICE,A,
IF GOD SAYS YES WHO CAN SAY NO BEAUTY SALON,OPPOSITE PRESBYTARIAN CHURCH OF GHANA,NAVRONGO BOLGA ROAD,NOGESENIA,NAVRONGO,,0541997078,,SERVICE,A,
IF GOD SAYS YES WHO CAN SAY NO PROVISION SHOP,ADJACENT FIRST NATIONAL BANK,NAVRONGO BOLGA ROAD,BALOBIA,NAVRONGO,,0249696278,,SERVICE,A,
IN LORD WE TRUST DORIS FASHION,BESIDE ADB BANK,GAANI ROAD,NOGESENIA,NAVRONGO,,0508231622,,INDUSTRY,A,
INFORMATION SERVICE DEPARTMENT,BEHIND FIRE SERVICE,HOSPITAL STREET,NOGESENIA,NAVRONGO,"P. O. BOX 1, NAVRONGO",0201467731,,SERVICE,A,
INNOCENT DRINKING BAR,AKIBASE'S HOUSE,NAVRONGO KONGWANIA ROAD,KONGWANIA,NAYAGENIA KUNWANIA,,0245111697,,SERVICE,A,
