,,,,,,,,,,
ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,TELEPHONE,EMAIL,SECTOR,SIZE,
AMINA'S SHOP,ADJACENT MALLAM ISSAH ISSAHAKU'S YARD,,,DOBILE,,0247507395,,SERVICE,A,
AMINATA BEAUTY SALON,ABOUT 200 METERS TO THE DAM,WA-GBERU ROAD,MANGU BISHOP PRIMARY,MANGU,,0200217547,,SERVICE,A,
AMINATA FASHION SHOP,ABOUT 100 METERS TO WONUO JUNCTION,WA-SOMBO,,MANGU,,0547634870,,SERVICE,A,
AMINATA SHOP,ADJACENT IDYLLIC COLD STORE,IDYLLIC COLD STORE,,WAPAANI,,,,SERVICE,A,
AMINATA WEAVING STORE,OPPOSITE MUNICIPAL HEALTH ADMINISTRATION,HEALTH INSURANCE ROAD,,KABANYE,,0203022883,,INDUSTRY,A,
AMINATA'S SEAMSTRESS SHOP,ATTACHES TO ASSEMBLY MAN'S HOUSE,,SAMU YIRE,CHARINGU,,0541632243,,INDUSTRY,A,
AMINATU ALHASSAN ENTERPRISE,OPPOSITE LOD FURNITURE LEADER GROUP OFFICE,T JUNCTION LEADING TO RADIO PROGRESS,,WAPAANI,,0207180473,,SERVICE,A,
AMINATU BEAUTY SALON,OPPOSITE OUR HOME DAYCARE,MOFA ROUND-BUSA MAIN ROAD,TAMPALIPANI,TAMPALIPANI,,0206606921,,SERVICE,A,
AMINATU ENTERPRISE,BEHIND ANIMALS LANE,,FADAMA,WAPAANI,,0246656229,,SERVICE,A,
AMINATU ENTERPRISE,OPPOSITE OUR HOME DAYCARE,MOFA ROUND ABOUT- BUSA MAIN ROAD,TAMPALIPANI,TAMPALIPANI,,0207440236,,SERVICE,A,
AMINU ENTERPRISE,ADJACENT FRUIT JUICE FACTORY,TUMU ROAD,MAGAZINE,TANPAREPANI,,0505136574,,SERVICE,A,
AMINU GRINDING MILL,OPPOSITE BUSA JUNIOR HIGH SCHOOL,WA MANWE ROAD,YIPAANI,BUSA,,0240871371,,INDUSTRY,A,
AMINU MAHAMA STRAIGHTENING AND WELDING SHOP,BEHIND THE TRANSFORMER,TUMU ROAD,MAGAZINE,DONDOLI,"P.O.BOX 23, WA",0207504569,,SERVICE,A,
AMIS BOUTIQUE,OPPOSITE LAWMERS,WA DEAF-KPONGU ROAD,,KONTA,,0207716329,,SERVICE,A,
AMO ENTERPRISE,OPPOSITE GLAMOUR,POLICE STATION ROAD,KABANYE,KABANYE,"P.O.BOX 29, WA",0244297331,,SERVICE,A,
AMOAH'S MECHANIC SHOP,OPPOSITE WA SCHOOL FOR THE DEAF WEST GATE,WA DEAF TO KPONGU ROAD,,KONTA,,0546876093,,SERVICE,A,
AMOSAH VENTURES,LECTURER UDS WA CAMPUS,,UDS-WA CAMPUS,WA,"C/O P.O.BOX 520,, UDS-WA CAMPUS",,,SERVICE,A,
AMPOFU ENTERPRISE,ON THE MAIN DRAIN BEHIND THE MOSQUE,MAIN DRAIN,KEJETIA,LORRY PARK,,,,SERVICE,A,
AMPONI ENTERPRISE,OPPOSITE TOTAL FILLING STATION ON THE MULTICREDITBUILDING,,,WA LORRY PARK,"P.O.BOX 131, WA",0202242555,,SERVICE,A,
AMSHETU STORE,ADJACENT LA-FRANCE ENTERPRISE,DUAL CARRIAGE ROAD,WA JANGBAYIRI,WA JANGBAYIRI,,0242387557,,SERVICE,A,
AN-GAAMWINE ENTERPRISE,"H/NO B 350, ZONGO LANE WA",,WA,WA,"P.O.BOX 594, WA-UW/R",,,INDUSTRY,A,
ANABAASCO FASHION,KAMBALI JUNCTION OPPOSITE THE TIMBER MARKET,,,KAMBALI,,0243835313,,INDUSTRY,A,
ANASCO ENTERPRISE,BY SCHOOL FOR THE BLIND GATE,KAMBALI ROAD,SCHOOL FOR THE BLIND,SOKPAYIRI,,0244765367,owusuernest2011@gmail.com,SERVICE,A,
ANASS ELECTRICALS,BEHIND STANBIC BANK,ADONIS KEJETIA ROAD,,CENTRAL MARKET,"P.O.BOX 333, WA",0207073677,,SERVICE,A,
ANASS FURNITURE MAKING,BY THE WALL OF GWCL OPPOSITE WA SEC TECH SCHOOL,HOSPITAL KUMASI ROAD,KABANYE,WA,,0248870760,,INDUSTRY,A,
ANASTA FASHION,EXACTLY BEHIND I.M PUBLIC,NIB-KAUKUDI ROAD,WAPAANI,WAPAANI,,0243657482,,INDUSTRY,A,
ANATU STORE,DIRECTLY OPPOSITE CENTRAL MOSQUE,,BAMAHU,BAMAHU,,,,SERVICE,A,
ANATU'S SHOP,INSIDE THE AGRIC QUARTERS IN FRONT OF 89 BLOCK B,AIRSTRIP ROAD,DOKPONG,DOKPONG,,0201977948,,SERVICE,A,
ANBANBAAHI FASHIONS,IN FRONT OF BAPTIST CHURCH,TRAFFIC KAMBALI ROAD,,FADAMA KAMBALI ROAD,,0244277053,,SERVICE,A,
ANBANBAHI OSMAN MOTORS,OLD NIB BUILDING,DOBILE ROAD,GOLDEN KEY,WA,,0203309120,,SERVICE,A,
ANBANBEU MOVIE PRODUCTION,140 METERS FROM ODO JUNCTION,ODO DOBILE JUNCTION STREET,DOBILE,WA DOBILE,,0241122475,,SERVICE,A,
ANCILLA SCHOOL WA,ADJACENT COMMUNITY DEVELOPMENT VOCATIONAL SCHOOL,COMMUNITY DEVELOPMENT VOCATIONAL SCHOOL ROAD,,DEGU RESIDENTIAL AREA,"P.O.BOX 404, WA",0201410178,srmeotoo@aol.com,SERVICE,B,
ANDREW'S PROVISION SHOP,TAMPIENI NUO'S HOUSE,VIERI ROAD,,TAMPIENI,,,,SERVICE,A,
ANDREWS CORN MILL,BEHIND THE SAW MILL SHOP AT BIG JUNCTION ON CHARIAROAD,WA CHARIA ROAD,DOBILE,WA DOBILE,,0245232074,,INDUSTRY,A,
ANDY BEST MOTORS ENTERPRISE,DIRECT OPPOSITE ADB BANK AND ADJACENT LA FRANCE WA,DUAL CARRIAGE ROAD,WA JANGBAYIRI,WA JANGBAYIRI,"P.O.BOX 136, WA",0244688810,,SERVICE,A,
ANG-SEUMAH TOILORING SHOP,JUST BEFORE THE MAIN MARKET ON THE RIGHT FROM WA,WA CHARIA MAIN STREET,GBARE,CHARIA,,0245758964,,INDUSTRY,A,
ANGAMWINE VENTURES,DIRECTLY OPPOSITE K SOLO'S HOUSE,TENDAMBA NURIYA ROAD,,KPAGURI,,0209383951,,SERVICE,A,
ANGAMWINI BEAUTY SALON,500 METRES AWAY FROM MICRO FINANCE,T JUNCTION LEADING TO DKM MOCRO,,WAPAANI,,0241774479,,SERVICE,A,
ANGANG-MWIN ENTERPRISE LIMITED,ALONG DOBILE PRESBY ROAD,,ZIDELE,DOBILE,"P.O.BOX 185, WA",0209414720,,INDUSTRY,A,
ANGBANBIOU FASHION,TWO HOUSE FROM BB HAKILA ENT ON THE EGGU ROAD,CHARIA EGGU ROAD,SABOGU,CHARIA,,0541255039,,INDUSTRY,A,
ANGBANGMINE DRESSMAKING SHOP,ADJACENT MUSKO TRAINING INSTITUTE,TENDAMBA NURIYA ROAD,,KPAGURI,,,,INDUSTRY,A,
ANGBANYU FITTING SHOP,BESIDE THE MARKET,WA BUSA ROAD,GODOMUNI,BUSA,,0245074419,,SERVICE,A,
ANGEL BEAUTY SALON,BESIDE AD-YAKMAS ENTERPRISE,TINDAMBA ROAD,,ZONGO,,0241785930,,SERVICE,A,
ANGELS,IN FRONT OF GHANA PRISONS SERVICE OPPOSITE FIRE SERVICE,HOSPITAL ROAD,MINISTRIES,KABANYE,,0543945298,,SERVICE,A,
ANGELS BEAUTY SALON,DIRECTLY OPPOSITE PWD,,GEHAMUNI,TAPAREPANI,"P.O.BOX 320, WA",0266247745,,SERVICE,A,
ANGJUGHA STOR,OPPOSITE NPP OFFICE,LOGGU ROAD,GIGA YIRI,DANKO,,,,SERVICE,A,
ANGLICAN DIOCESE OF WA,CLOSE TO TENDAMBA PRIMARY SCHOOL,,KONTA NORTH,WA,"P.O.BOX GP 68, WA",0547062723,,SERVICE,A,
ANGUOYELA ENTERPRISE,BEHIND FADAMA TIGO OFFICE,CHERIE ROAD,DOBILE,DOBILE,,0265950470,,SERVICE,A,
ANISA MAHAMOOD SHOP,ALHAJI ONE PLUG BUILDING CENTRAL MARKET NEAR 1ST NATIONAL BANK,,,CENTRAL MARKET,,0208704712,,SERVICE,A,
ANITA RESTAURANT,BESIDE SDA SCHOOL,FADAMA ROAD,DOBILE,DOBILE,,0548396246,,SERVICE,A,
ANK'S ENTERPRISE,"HSE NO TA 10,TAGIRIYIRI-WA",,WA,WA,"P.O.BOX 116, WA",,,INDUSTRY,A,
ANK-BUSH ENTERPRISE,NEAR  THE ANIMALS LANE IN FADAMA MARKET,OLD GPRTU STATION LANE,FADAMA,WAPAANI,,0209639293,,SERVICE,A,
ANKAMAH K.RICHARD UPHOLSTRY,BEHIND CATHEDRAL CHURCH,MANDELLA ROAD,,KABANYE,"C/O P.O.BOX 21, WA",0209083246,,INDUSTRY,A,
ANLAAR-KUNKON ENTERPRISE,IN FRONT OF THE MOQUE NEAR THE 3 STORE BUILD,WA CHARI ROAD,DOBILE,WA DOBILE,,0203659359,,SERVICE,A,
ANLAMWINI ENTERPRISE,ADJACENT AMAZING GRACE BOOKSHOP,TINDAMBA ROAD,,ZONGO,,0242835484,,SERVICE,A,
ANNI ENTERPRISE,UPLAND ROAD TO THE LEFT,,,KPAGURI,,0209177826,,SERVICE,A,
ANOINTED ELECTRICALS ENGINEERING SERVICES,FRIMPS OIL BUILDING,WA TO BOLE MAIN ROAD,SSNIT,SSNIT,,0540110081,,SERVICE,A,
ANOINTED HANDS BEAUTY SALON,OPPOSITE FADAMA CARGO STATION,FADAMA NEW ROAD,FADAMA,WAPAANI,,0240390904,,SERVICE,A,
ANSARIDEEN STRAIGHTENING AND WELDING SHOP,ZONE TWO ADJACENT SEIDU'S SHOP,TUMU ROAD,MAGAZINE,DONDOLI,,,,INDUSTRY,A,
ANSEMA GHANA LIMITED,"OPPOSITE OLD POLICE BARRIER, SSNIT-WA",,ACCRA,WA,"P.O.BOX CT 4105,, ACCRA",,,SERVICE,A,
ANSOMWINE ENTERPRISE,"AFTER TRAFFIC LIGHT,9TH CONTAINER",KAMBALI ROAD,,TRAFFIC LIGHT,"P.O.BOX 150, WA",0203311616,,SERVICE,A,
ANSUA GUEST HOUSE,ADJACENT PHARMACY COUNCIL,,KPAGURI ESTATES,KPAGURI,,0246146236,,SERVICE,A,
ANTASCO ENTERPRISE,"AIR STRIP, AFTER GOIL FILLING STATION",AIRSTRIP ROAD,,DOKPONG,,0263246622,,SERVICE,A,
ANTASCO SERVICES,"AIRSTRIP ROAD,AFTER GOIL FILLING STATION",AIRSTRIP ROAD,DOKPONG,DOKPONG,"P.O.BOX 71, WA",0208864904,bakuuyelleadams@yahoo.com,SERVICE,A,
ANTE AKOS DRINKING SPOT,AT PIISI,,PIISI,PIISI,,,,SERVICE,A,
ANTHONY SMOCK,OPPOSITE ALHAJI,DORIMON ROAD,JENPENHI,SPMBO,,,,INDUSTRY,A,
ANTIE MERI FASHION AND DESIGN ENTERPRISE,BEHIND STANBIC BANK,,BEHIND CENTRAL MARKET,WA JANGBAYIRI UNDER FULANI TREE,,0207452922,,INDUSTRY,A,
ANTIKA COMPANY,NEAR AVATA COMMUNICATION OPPOSITE JAMBOREE JUNCTION,,KONTA NORTH,WA,,0244815877,,SERVICE,A,
ANTIKA COMPANY LIMITED,NEAR TENDER CARE SCHOOL,"SSNIT, TENDER CARE ROAD",NAPOGBAKOLE,KONTA,"P.O.BOX 344, WA",0244815877,,AGRICULTURE,A,
ANTON-MANI COMPANY LIMITED,"SIMEPOGU'S HSE, WAPANI, WA",,WA,WA,"P.O. BOX 87, WA",,,INDUSTRY,A,
ANUTTED SUPER MARKET,OPPOSITE TENDAMBA,KPAGURI ROAD,TENDAMBA,TENDAMBA JHS,,0207504578,,SERVICE,A,
ANUWAR PROVISION STORE,BEHIND AHMADIYYA CENTRAL MOSQUE,DONDOLI MARKET ROAD,JEJEIRAYIRI,WA MUNICIPAL,,0205831509,,SERVICE,A,
ANY TRADING ENTERPRISE,FADAMA ROAD OPPOSITE CK BAR,FADAMA ROAD,DOBILE,DOBILE,"P.O.BOX 377, WA",0244967171,princehusein@yahoo.com,SERVICE,A,
APAMO ENTERPRISE,"BEHIND NEW RESIDENCY, WA",,ACCRA,WA,"P. O. BOX 218, ACCRA",,,SERVICE,A,
APEX GRAFFIX,ADJACNT WADEA GATE AND CLOSE TO XAVIER,UPLAND NAKORE ROAD,,KPAGURI,"P.O.BOX GP 4237, WA",0201331303,apexgraffixlimited@gmail.com,SERVICE,A,
APLUS NAILS AND COSMETICS,DIRECTLY OPPOSITE WA CATHEDRAL,DUAL CARRIAGE ROAD,WA NAYIRI,WA NAYIRI,,0201398300,,SERVICE,A,
APO COMPANY LIMITED,AT OLD ADB BLOCK DOWN FLOOR NEAR CENTRAL MARKET BUTCHER HOUSE,JANGBAYIRI ROAD LEADING TO THE CENTRAL MARKET,WAPAANI,JANGBAYIRI,,0244702582,,SERVICE,A,
APOMAN (GH) LIMITED,"CENTRAL MARKET, NEAR ADB",,WA,WA,"P.O.BOX 29, WA-U/W/R",,,INDUSTRY,A,
ARAB ENTERPRISE,,MAIN STREET FROM TOTAL 1 TO TRAFFIC,KEJETIA,SAKPAYIRI,,,,INDUSTRY,A,
ARAEMA SUPERMARKET,AT THE BACK OF HOUSE NO.Z 292,ZONGO ROAD,,ZONGO,,0507720853,,SERVICE,A,
ARAHAMATU,DIRECTLY OPPOSITE BAMAARAYIRI NEAR ACHEAMPONG HOUSE,,AHMADIYYA CENTRAL MOSQUE,JEJEIRAYIRI,,0247484477,,SERVICE,A,
ARAHIATU TAILORING SHOP,ADJACENT TUC OFFICE,JANGBAYIRI MARKET ROAD,,WA JANGBAYIRI,,0207582795,,INDUSTRY,A,
ARCHBISHOP DERY REMEMBRANCE HOSPITAL.,KONTA-SCHOOL FOR THE DEAF JUNCTION.,,WA,WA,"P.O.BOX 441, UWR",,,SERVICE,A,
ARDELMA FASHION,BEHIND BUTHCER HOUSE,ADB KAWUKUDI ROAD,WAPAANI,WAPAANI,,0263516154,,INDUSTRY,A,
ARI ELECTRICAL WORKS,OPPOSITE WA CATHEDRAL,DUAL CARRIAGE ROAD,WA NAYIRI,WA NAYIRI,,0243513309,,SERVICE,A,
ARIMEYAWU REFRIGERATION,OPPOSITE POLICE QUARTERS,,POLICE BARRACKS,WA NAAYIRI,,0203508812,,SERVICE,A,
ARROWS CARPENTRY SHOP,BEHIND MALLAM ABASS HOUSE DBS 106,LANE INFRONT OF MALLAM ABASS HOUSE,DOBILE,WA DOBILE,,0201135723,,INDUSTRY,A,
ARS ENTERPRISE,OPPOSITE AMENUVEYE COLD,FADAMA ROAD,DOBILE,DOBILE,,0209105024,,INDUSTRY,A,
ASABERE NTORI ELECTRICALS,IN FRONT OF ALHAJI DAWUDI SAADUGU HOUSE OPPOSITE STAR THREE,NIB-KAWUKUDI ROAD,WA-JANGBEYIRI,JANGBEYIRI,,0240464002,,SERVICE,A,
ASAKITO ENTERPRISE,BESIDE GPRTU OF TUC CARGO BRANCH FADAMA ROAD,FADAMA ROAD,DOBILE,DOBILE,,0244602694,,SERVICE,A,
ASALAT ENTERPRISE,T-JUNCTION ADJACENT HABIB ENTERPRISE,INSURANCE ROAD,WAPAANI,WAPAANI,,0269209460,,INDUSTRY,A,
ASAMAWU ENTERPRISE,DOBILE OPPOSITE THE CENTRAL MOSQUE,FADAMA ROAD,DOBILE,DOBILE,,0506892862,,SERVICE,A,
ASAMAWU ENTERPRISE,IN FRONT OF THE ANIMAL'S LANE IN FADAMA MARKET,FADAMA MARKET LANE,FADAMA,ASAMAWU'S ENTERPRISE,,0248593338,,SERVICE,A,
ASAMAWU SEMESTRESS,DIRECTLY OPPOSITE GYAGIARAYIRE,,BANAARAYIRI,WA NAAYIRI,,0200570064,,INDUSTRY,A,
ASAMAWU STORE SH7,NEAR BUTCHER HOUSE,ADB KAWUKUDI ROAD,,JANGBAYIRI,,,,SERVICE,A,
ASAMAWU'S FASHION SHOP,IN FRONT OF WA-DEAF WALL 10M AWAY FROM WA-DEAF GATE,WA-KUMASI HIGHWAY,,KONTA,,0208636704,,SERVICE,A,
ASAMSIKA ENTERPRISE,AT OLD ADB/TUC BLOCK DOWN FLOOR NEAR WA MARKET,JANGBAYIRI,WAPAANI,JANGBAYIRI,"P.O.BOX 10, WA",0207252236,,SERVICE,A,
ASANA,OPPOSITE THE MAIN  LORRY STATION,TRAFFIC TO OLD NIB ROAD,FADAMA,WAPAANI,,,,SERVICE,A,
ASANA ENTERPRISE,BEHIND BUTCHER HOUSE,ADB KAWUKUDI JUNCTION ROAD,WAPAANI,WAPAANI,,0547964202,,SERVICE,A,
ASANA ENTERPRISE,DIRECTLY OPPOSITE NANJO'S HOUSE NEAR NUMBO HOUSE,,DONDOLI,JEJEIRAYIRI,,0200879410,,SERVICE,A,
ASANA FASHION AND DESIGN CENTER,OPPOSITE NANDOM RURAL BANK,UPLAND ROAD,,KPAGURI,"P.O.BOX 75, WA",0207222723,,INDUSTRY,A,
ASANA FASHION CENTRE,BESIDE TIGO OFFICE,BESIDE TIGO OFFICE,DOBILE ROAD,DOBILE,,0200744891,,INDUSTRY,A,
ASANA FASHIONS,BEHIND NEW MTN OFFICE,TRAFFIC NIB ROAD,WAPAANI,WAPAANI,"P.O.BOX 474, WA",0244978995,,INDUSTRY,A,
ASANA KENKEY,IN FRONT OF COMMUNITY CENTER,DUAL CARRIAGE ROAD,WA JANGBAYIRI,WA JANGBAYIRI,,0503667486,,SERVICE,A,
ASANA MAHAMA ENTERPRISE,100METERS IN THE SAME LANE WITH CHRISTIAN SUPPLY CENTER,ZONGO ROAD,,GONGOMUNI,,0205429178,,SERVICE,A,
ASANA SALON,OPPOSITE DANKO PRIMARY SCHOOL,DANKO ROAD,DANKO,DANKO,,0500120978,,SERVICE,A,
ASANA SHOP,CLOSE TO BILL CLINIC,GOOD SHEPHERD MUMMY'S KITCHEN ROAD,KABANYE,WA,,0206528181,,SERVICE,A,
ASANA STORE,FADAMA MARKET,GRAINS LANE,FADAMA,WAPAANI,,0506826648,,SERVICE,A,
ASANA STORE,IN THE SAME BUILDING WITH ZEENA BAKERY,THE LANE INFRONT OF ZEENA BAKARY,DOBILE DOPEANA,WA DOBILE,"C/O P.O.BOX 15, WA",0208560681,dongsidudong@yahoo.co,SERVICE,A,
ASANA STORE,BEHIND CHAHAMUNI,WA ROAD,CHAHAMUNI,KPONGU,,,,SERVICE,A,
ASANA SUPER-MARKET,OPPOSITE AIRSTRIP,,AIRPORT AREA,DOKPON,,0544054322,,SERVICE,A,
ASANTE HOUSE OF SPRITS AND MINERALS,OPPOSITE M.LIMANSCO ENTERPRISE AT TRAFFIC LIGHT,FROM TRAFFIC TO RAZMARK PHARMACY,KEJETIA,WA JAGBAYIRI,"P.O.BOX GP-278, WA MUNICIPAL",0244717272,,SERVICE,A,
ASANTEWAA STALL,"IN FRONT OF PRISONS, OPPOSITE MINISTRIES BUIDINGS",HOSPITAL ROAD,MINISTRIES,KABANYE,,0543338590,,SERVICE,A,
ASANTI HOUSE OF DRINKS AND MINERALS ANNEX,OPPOSITE BUNAS COMPANY LIMITED,TRAFFIC GOLDEN KEY ROAD,FADAMA MARKET,FADAMA,,0207440744,,SERVICE,A,
ASBRASH ENTERPRISE,"H/NO A119,KABANYE-WA",,WA,WA,"P.O.BOX 540,, WA,UW/R",,,INDUSTRY,A,
ASEDA HERBAL CLINIC,ABOUT 200M FROM UPLAND JUNCTION,UPLAND ROAD,,KPAGURI,,0204407910,,SERVICE,A,
ASHATA SPECIAL FAST FOOD,OPPOSITE CHEIF PALACE,FONGU ROAD,,FONGU,,,,SERVICE,A,
ASHATU ENTERPRISE,IN FRONT OF AGRICULTURAL QUARTERS,NHIS ROAD TO ADB,KABANYE,WA,,0200941211,,INDUSTRY,A,
ASHIA'S ENTERPRISE,OPPOSITE THE MAIN LORRY STATION,TRAFFIC GOLDEN KEY ROAD,FADAMA MARKET,FADAMA,,0509152982,,SERVICE,A,
ASHIATU'S ENTERPRISE,TRAFFIC NIB ROAD,FADAMA,WAPAANI,WAPAANI,,0208505565,,SERVICE,A,
ASIA SH9,NEAR CENTER FOR DISABLED PERSONS,ADB KAWUKUDI ROAD,,JANGBAYIRI,,,,SERVICE,A,
ASIAT VENTURES,TRAFFIC LIGHT KAMBALI ROAD,KAMBALI ROAD,,TRAFFIC,,,,SERVICE,A,
ASIATA'S STORE,ABOUT 200 METERS TO THE DAM,WA-GBERU ROAD,MANGU KOKOYIRI,MANGU,,,,SERVICE,A,
ASIBI JOROME ENTERPRISE,BY THE HOSPITAL WALL OPPOSITE WA SEC TECH SCHOOL,ON HOSPITAL KUMASI ROAD,KABANYE,WA,,0202785951,,SERVICE,A,
ASIM LINS INVESTMENTS LIMITED,,,WA,WA,", WA-UW/R",,,INDUSTRY,A,
ASINUMAA FUFU CHOP BAR,NEAR THE ANIMALS LANE IN FADAMA MARKET,,FADAMA,WAPAANI,,,,SERVICE,A,
ASIYA ENTERPRISE,CLOSE TO THE SANDEMUNI MOSQUE,HABOGU ROAD,LIMANPAALAYIRI,WA MUNICIPAL,,0206366161,,SERVICE,A,
ASMAWU ENTERPRISE,OPPOSITE THE SEVENTH DAY ADVENTIST CHURCH,FADAMA ROAD,DOBILE,DOBILE,,0540530494,,INDUSTRY,A,
ASSEMBLY MAN'S WIFE STORE,BESIDE DANKO CENTRAL MOSQUE,ALONG WA LOGGU ROAD,DANKO,DANKO,,,,SERVICE,A,
ASSIBI FASHION SHOP,OPPOSITE SINAPI ABA TRUST,AIRSTRIP ROAD,,DOKPONG FONGU,,0201847232,,INDUSTRY,A,
ASSOCIATION OF CHURCH DEVELOPMENT NGOS,OPPOSITE ELECTORAL COMISSION ADJACENT UDS,,KAMBALI KORI,SOMBO,,,,SERVICE,A,
ASSOCIATION OF RURAL BANKS,FIRST FLOOR OF CONTROLLAR BUILDING,HOSPITAL JUNCTION,MINISTRIES AREA,DEGU RESIDENTIAL AREA,"P.O.BOX 586, WA",,arbnorstwesthwest@yahoo.com,SERVICE,A,
ASTA ENTERPRISE,OPPOSITE COUNTRY SIDE RESTAURANTS,BUSA ROAD,OUR HOME INTERNATIONAL SCHOOL,TANPAREPANI,,,,SERVICE,A,
ASTA GROCIRES ENTERPRISE,STORE NO 6 AT BLOCK G OPPOSITE BUTCHER HOUSE,LEFTSIDE AT THE ENTRANCE OF WA MARKET,MARKET,JANGBAYIRI,,0208541314,,SERVICE,A,
ASTA STORE,NEAR MARKET CHPS COMPOUND,,TRAFFIC NIB ROAD,JANGBAYIRI,,,,SERVICE,A,
ASUL NEW BUILD ENTERPRISE LIMITED,"ADJACENT GPRTU MAIN OFFICE, WA",,WA,WA,"P.O. BOX 165, WA",,,INDUSTRY,A,
ASUMAH ADAMS BUSINESS CENTER,NEAR THE NEW REGIONAL HOSPITAL SITE,,TEEGBERE,AIRSTRIP,,0207413463,,SERVICE,A,
ASWAJ ISLAMIC KG,NEAR CHURCH OF CHRIST,THE LANE THAT LEADS TO CHURCH OF CHRIST,DOBILE,WA DOBILE,"P.O.BOX 247, WA",0208338632,,SERVICE,A,
ATAABAYIRA FASHIONS,CLOSE TO PENTECOST CHURCH JUNCTION OPPOSITE ANGLICAN SCHOOL,B.N ROYAL PENTECOST CHURCH ROAD,KABANYE,WA,,0546131103,,INDUSTRY,A,
ATAWULAHI-I-LOVE FOR ALL PROFESSIONAL DEAL PHOTOS,OPPOSITE BAMARAYIRI NEAR MOOMEN HOUSE,,AHMADIYYA CENTRAL MOSQUE,JEJEIRAYIRI,,0206596576,,SERVICE,A,
ATIKATU ENTERPRISE,DIRECTLY OPPOSITE NANJO'S HOUSE NEAR KARIMUGU HOUSE,,DONDOLI MARKET,JEJEIRAYIRI,,0200389160,,SERVICE,A,
ATONGO MINERALS SHOP,OPPOSITE JABOGU MOSQUE,INSURANCE ROAD,TAMARMUNI,BAMBIRIYIRI,,,,SERVICE,A,
ATTORNEY GENERAL'S DEPARTMENT,2ND FLOOR MINISTRIES BLOCK B,MINISTRIES ROAD,MINISTRIES AREA,DEGU RESIDENTIAL AREA,"P.O.BOX 151, WA",,,SERVICE,A,
AUGUSTINA'S PROVISION SHOP,OPPOSITE WINNERS CHAPEL,WA POLY ROAD TO TOWN,,KONTA,,0208952237,,SERVICE,A,
AUGUSTINE GRINDING MILL,INFONT OF THE KANKAJA TREE YIKORI,WA TUMU ROAD,YIKORI,SAGU,,,,INDUSTRY,A,
AUNT ADIZA ENTERPRISE,OPPOSITE MANDELA VENTURES,KPAGURI ESTATE NEW ROAD,CHORKOR,KPGURI,,,,SERVICE,A,
AUNTIE ELECTRICALS,ADJACENT YANATOR GHANA LIMITED,RADIO PROGRESS ROAD,,WAPAANI,,0249528443,,SERVICE,A,
AUNTIE MANSAH CHOP BAR,BEHIND CATHEDRAL CLOSE TO THE MAIN ROAD,MANDELLA ROAD,PRISONS,KABANYE,,0245795606,,SERVICE,A,
AUNTY JEMILA STORE,"ZONGO LANE, BESIDE CENTRAL MOSQUE",ZONGO CENTRAL MOSQUE ROAD,,SAKPAYIRI,,,,SERVICE,A,
AUNTY MARY SPECIAL FOOD,IN FRONT OF  PRISONS QUARTER BEHIND MINISTRIES,HOSPITAL ROAD,PRISONS QUARTERS,KABANYE,,0576020259,,SERVICE,A,
AUNTY NISIRA TAILOR SHOP,NEAR BUTCHER HOUSE,ADB KAWUKUDI ROAD,,JANGBAYIRI,,,,INDUSTRY,A,
AUNTY VIDA'S SHOP,NEAR MARKET CHPS COMPOUND,ADB KAWUKUDI ROAD,,JANGBAYIRI,,,,SERVICE,A,
AUNTY-MA FASHION,BEHIND YAKUBU KPANG HOUSE,DR.SULLEY-MARKET ROAD,WA-JANGBAYIRI,JANGBAYIRI,,0547352884,,INDUSTRY,A,
AUSTUS MORTTO ENTERPRISE,ADJACENT METHODIST CHURCH,METHODIST ROAD,METHODIST CHURCH,SOKPAYIRI,,0540295147,,SERVICE,A,
AUSTUS MOTTORS ENTERPRISE,FADAMA ROAD OPPOSITE CK BAR,FADAMA ROAD,DOBILE,DOBILE,,0243218395,,SERVICE,A,
AUTO ELECTRICAL SHOP,NEAR SINAPI ABAA TRUST FUND BESIDE AIR STRIP ROAD,AIRSTRIP ROAD,,DOKPONG,,0207881387,,SERVICE,A,
AUTO ELECTRICALS,NEAR LATSU CLINIC CURVE OPPOSITE PENTECOST CHURCH,LATSU CLINIC ROAD,WA TENDAMBA,TENDAMBA,,0503216158,,INDUSTRY,A,
AUTO ELECTRICALS MECHANIC,ADJACENT FRUIT JUICE FACTORY,TUMU ROAD,MAGAZINE,TANPAREPANI,,0205835189,,SERVICE,A,
AV DOUBLE VENTURES IMPACT,OPPOSITE WA TECHNICAL INSTITUTE,KPONGU WA POLY ROAD,NAPOGBAYIRI,KPAGURI,,0207911749,,SERVICE,A,
AVIELA ENTERPRISE,ADJACENT GUUBU ENTERPRISE,,,DOBILE,,0206734445,,SERVICE,A,
AWAAKE ENTERPRISE,OPPOSITE WA-POLY JUNCTION,HOSPITAL ROAD,,KABANYE,,0207440159,,SERVICE,A,
AWAAKE FURNITURES,OPPOSITE ALOO VULGANISING,DOCTOR LATSU CLINIC ROAD,WA TENDAMBA,TENDAMBA,,0207440159,,INDUSTRY,A,
AWILIBA RAZAK FITTING SHOP,OPPOSITE TENDAMBA PRIMARY SCHOOL WA,KPOGU ROAD,,TENDAMBA,,0248144465,,SERVICE,A,
